title,Ethnicity,Gender,Religious_Affiliation,Political_Party,docid
Tipu Sultan,,male,Islam,,31058
Robert Mugabe,,male,Catholic Church,Zimbabwe African National Union – Patriotic Front,17380298
Nikki Haley,Indian Americans,female,Methodism,Republican Party,8709554
John Boehner,,male,Catholic Church,Republican Party,766900
William Henry Harrison,,male,Episcopal Church,Whig Party,33299
Zachary Taylor,,male,Episcopal Church,Whig Party,19729624
Édouard Balladur,,male,Armenian Catholic Church,Union for a Popular Movement,434932
Ba Jin,,male,atheism,,478078
Yann Martel,Canadians,male,,,25706924
Bernie Madoff,Jewish people,male,,,20650188
Leung Chun-ying,,male,,Progressive Hong Kong Society,1588875
Xi Jinping,,male,,Chinese Communist Party,2017814
Patrick Stewart,English people,male,,Labour Party,70938
William Shatner,,male,Judaism,,19008577
Humphrey Bogart,,male,,Democratic Party,14045
Mazie Hirono,,female,Buddhism,Democratic Party,715545
14th Dalai Lama,Monguor people,male,Tibetan Buddhism,,20238168
Zhou Enlai,Han Chinese people,male,irreligion,Chinese Communist Party,50444
Donald Knuth,,male,Lutheranism,,8095
Vasco Núñez de Balboa,,male,Catholic Church,,4749442
Qianlong Emperor,Manchu,male,,,265949
Sartaq Khan,,male,Nestorianism,,2622568
Hans Sachs,,male,Lutheranism,,508599
Al Gore,,male,Baptists,Democratic Party,5042706
Cecil Rhodes,,male,Anglicanism,,168006
Peter Lilley,,male,,Conservative Party,293344
Lady Gaga,Italian Americans,female,Christianity,Democratic Party,17782843
Kirsten Gillibrand,,female,Catholic Church,Democratic Party,6778068
Claire McCaskill,,female,Catholic Church,Democratic Party,1043236
Donald Trump,,male,Presbyterianism,Republican Party,4848272
Dmitry Medvedev,Russians,male,Eastern Orthodoxy,United Russia,3162905
Patrick Jenkin,,male,,Conservative Party,783638
Nanni Moretti,,male,atheism,,2011103
13th Dalai Lama,Tibetan people,male,Tibetan Buddhism,,1754943
Orlando Pace,African Americans,male,,,1438112
Anton LaVey,,male,LaVeyan Satanism,,238765
Luis Antonio Tagle,Filipino people,male,Catholic Church,,32029278
Mikhail Bakunin,Russians,male,atheism,,58198
Saul,Israelites,male,Yahwism,,28330
Pongal (festival),Dravida,,Hinduism,,409027
Yash Chopra,,male,Hinduism,,838745
Jafar Panahi,Azerbaijanis,male,Shia Islam,,1578699
Tulsi Gabbard,,female,Gaudiya Vaishnavism,Democratic Party,26328774
Vojislav Koštunica,Serbs,male,Serbian Orthodox Church,New Democratic Party of Serbia,424674
Frederick the Great,,male,Lutheranism,,99613
Scarlett Johansson,Danish Americans,female,Judaism,Democratic Party,20913246
Philip III of Spain,,male,Catholic Church,,146843
Hirohito,,male,Shinto,,10287
Eric Hobsbawm,,male,,Communist Party of Great Britain,38646961
Charles III of Spain,,male,Catholicism,,149441
Anne Hathaway,,female,,Democratic Party,604244
Abd al-Malik ibn Marwan,,male,Islam,,101883
Ante Pavelić,,male,Catholicism,Ustaše,331643
Johnny Depp,,male,atheism,Democratic Party,71870
John Calvin,,male,Protestantism,,15930
Natalie Portman,,female,Judaism,Democratic Party,38459
Herta Müller,Banat Swabians,female,,,6151067
Leonardo DiCaprio,,male,Roman Catholic,Democratic Party,52711
Alexandre Dumas,French,male,,,157272
Shintaro Ishihara,,male,Buddhism,Japan Restoration Party,318121
Pol Pot,,male,atheism,Communist Party of Kampuchea,24326
Jack Nicholson,,male,,Democratic Party,18617829
Sylvester Stallone,Italian Americans,male,Catholic Church,Republican Party,61404
Julie Bowen,,female,Protestantism,,665734
David Gross,,male,atheism,,646158
Aeschylus,Greeks,male,,,2023
Ram Narayan,,male,Hinduism,,17130499
Jodie Foster,,female,atheism,Democratic Party,18717883
José Luis Rodríguez Zapatero,,male,agnosticism,Spanish Socialist Workers' Party,19614411
Plutarch,Greeks,male,,,24517
Romanos I Lekapenos,,male,Christianity,,74017
Paul Newman,,male,,Democratic Party,49706
Justinian II,,male,Christianity,,73874
Xuanzang,,male,Buddhism,,204310
Umm Salama,,female,Islam,,1072911
Frédéric Mistral,French,male,,,7628795
Dima Bilan,,male,Eastern Orthodox Church,Liberal Democratic Party of Russia,4927415
Golda Meir,Jewish people,female,atheism,Mapai,66578
Clint Eastwood,English people,male,deism,Libertarian Party,43373
Rumi,Persians,male,Islam,,16433
Aesop,Greeks,male,,,20012109
Reinhard Marx,,male,Catholic Church,,14472875
Hamid Karzai,Pashtuns,male,Islam,independent politician,80949
Matt Groening,,male,agnosticism,Democratic Party,18894
Reese Witherspoon,Irish Americans,female,Episcopal Church,,93560
Hesiod,Greeks,male,,,13700
Jerome,,male,Catholic Church,,16005
Michel Foucault,,male,atheism,,47643
Bashar al-Assad,,male,Islam,Baath Party,364813
Kane (wrestler),,male,,Republican Party,311937
Ludwig I of Bavaria,,male,Catholicism,,166611
O. J. Simpson,African Americans,male,,,8955445
Selma Lagerlöf,Swedes,female,Lutheranism,Free-minded National Association,24002071
John Layfield,,male,,Republican Party,308405
Romano Guardini,,male,Catholicism,,2996862
Kitaro Nishida,Japanese people,male,Zen,,1032989
James Lankford,,male,Presbyterianism,Republican Party,27380096
Paul Johnson (writer),,male,Catholic Church,,735553
Denis Thatcher,,male,Anglicanism,Conservative Party,253374
Terry Pratchett,,male,atheism,,30029
Arthur C. Clarke,English people,male,agnosticism,,18598148
Joseph Smith,,male,Christianity,,32387701
Stan Marsh,,male,Catholicism,,254271
Titian,,male,Catholicism,,154239
Hermann Göring,,male,Lutheranism,Nazi Party,13487
Nikolai Bulganin,,male,,Communist Party of the Soviet Union,38584604
Idi Amin,,male,,independent politician,70842
Saint George,Cappadocian Greeks,male,Christianity,,29010
Stanley Donen,,male,atheism,,605843
Giovanna Mezzogiorno,,female,atheism,,4036972
Jolin Tsai,Han Chinese people,female,,,485273
William Wyler,,male,Judaism,,62266
Mike Nichols,American Jews,male,,,67749
Spike Lee,African Americans,male,,,26941
John Huston,,male,atheism,Republican Party,44136
Jesus in Islam,,male,Islam,,173722
RZA,African Americans,male,Five-Percent Nation,,39177668
Charles XV,,male,Lutheranism,,39946
Charles X Gustav of Sweden,,male,Lutheranism,,104942
Gustavus Adolphus,,male,Lutheranism,,40869264
Dwight F. Davis,,male,Baptists,Republican Party,1689284
Augustus III of Poland,,male,Lutheranism,,247725
Althea Gibson,African Americans,female,,,330436
Przemysł II,,male,Catholicism,,371053
Władysław II Jagiełło,,male,Catholicism,,42586
Abbas Kiarostami,Iranians,male,,,400421
Charles Laughton,,male,atheism,,61641
Marcello Mastroianni,Italians,male,,,161870
Peter Ustinov,,male,Lutheranism,,167975
Nelly Sachs,Jewish people,female,Judaism,,335262
Rudi Dutschke,,male,Lutheranism,Bremen Green List,306345
"Elizabeth Charlotte, Madame Palatine",,female,Calvinism,,946890
Erich von dem Bach-Zelewski,Kashubians,male,,Nazi Party,414585
Michael D. Higgins,Irish people,male,Catholicism,Labour Party,559753
Salva Kiir Mayardit,Dinka people,male,Catholicism,Sudan People's Liberation Movement,2363203
Mswati III,,male,Christianity,,389974
Gustav Noske,,male,,Social Democratic Party of Germany,761937
Joachim Fest,,male,,Christian Democratic Union,415024
Asif Ali Zardari,,male,Shia Islam,Pakistan Peoples Party,993655
Teodoro Obiang Nguema Mbasogo,,male,Catholic Church,Democratic Party of Equatorial Guinea,263622
Ismaïl Omar Guelleh,,male,Sunni Islam,People's Rally for Progress,392341
Anna Seghers,,female,,Communist Party of Germany,833857
Susilo Bambang Yudhoyono,,male,Islam,Democratic Party,771458
Shimon Peres,,male,Judaism,Kadima,48569
Heiner Müller,,male,,Socialist Unity Party of Germany,654722
Václav Klaus,Czechs,male,Czechoslovak Hussite Church,Civic Democratic Party,303222
Wilhelm Groener,,male,,independent politician,620797
Ali Bongo Ondimba,Bateke,male,Islam,Gabonese Democratic Party,3149816
Valdis Dombrovskis,,male,,Unity,1484768
Helle Thorning-Schmidt,,female,,Social Democrats,1728975
Sophie of Mecklenburg-Güstrow,,female,Lutheranism,,4162207
Erwin Panofsky,Jewish people,male,,,387857
Najib Razak,,male,Islam,United Malays National Organisation,523641
Khalifa bin Salman Al Khalifa,,male,Islam,,393754
Boyko Borisov,Bulgarians,male,Eastern Orthodoxy,National Movement for Stability and Progress,42103819
Rudolf Hilferding,,male,,Social Democratic Party of Germany,38646897
Wilhelm Hauff,Germans,male,,,573667
"Frederick II Eugene, Duke of Württemberg",,male,Catholicism,,1466748
Princess Elisabeth of Hesse and by Rhine (1864–1918),,female,Lutheranism,,2099326
Nicolás Maduro,,male,Catholic Church,Fifth Republic Movement,7161476
George Yeo,,male,,People's Action Party,2813235
Ahmet Davutoğlu,,male,Sunni Islam,Justice and Development Party,3331531
Thongloun Sisoulith,,male,Theravāda,Lao People's Revolutionary Party,5489678
Erich Ludendorff,,male,,German Völkisch Freedom Party,253553
"Frederick III, German Emperor",,male,Prussian Union of Churches,,151116
"Charles William Ferdinand, Duke of Brunswick",,male,Lutheranism,,901562
Adolf Hurwitz,Jewish people,male,,,771690
Patrick Leahy,,male,Catholic Church,Democratic Party,367103
Wilhelm Dilthey,,male,evangelical church,,611323
Ariel Sharon,,male,Judaism,Kadima,2944
Karl Korsch,,male,,Communist Party of Germany,424398
Joseph Berchtold,,male,,Nazi Party,1301969
Princess Mary of Great Britain,,female,Anglicanism,,2699282
Jeremy Bentham,,male,deism,,46038
"Albert IV, Duke of Bavaria",Germans,male,,,3082417
Carl Laemmle,Germans,male,Judaism,,432506
Pascual Jordan,,male,Lutheranism,Nazi Party,1354698
Gerhard Stoltenberg,,male,Lutheranism,Christian Democratic Union,1124781
Jethro (biblical figure),Midianites,male,paganism,,316217
Ted Nelson,,male,atheism,,31550
"Stephen II, Duke of Bavaria",Germans,male,,,3129714
"John II, Duke of Bavaria",Germans,male,,,3129500
Otto of Nordheim,Germans,male,,,1801575
Andy Bechtolsheim,Germans,male,,,314927
Otmar Freiherr von Verschuer,,male,,Nazi Party,717559
Andreas Hillgruber,,male,,Christian Democratic Union,1703245
Sardar Ibrahim Khan,,male,,All Jammu and Kashmir Muslim Conference,5725654
Vermin Supreme,,male,,Democratic Party,31831107
Ernst Niekisch,,male,,Socialist Unity Party of Germany,988167
Herbert Kroemer,,male,atheism,,314964
Klaus von Klitzing,,male,Catholicism,,670471
John Havlicek,,male,lapsed Catholic,,1091531
Spencer Tracy,,male,Roman Catholic,Democratic Party,45782
Liang Sicheng,,male,,Chinese Communist Party,2634978
Charlie Ward,African Americans,male,,,1610528
Thomas Bach,,male,,Free Democratic Party,18991065
Toni Morrison,African Americans,female,,,43165
Gerhard Ritter,,male,Lutheranism,German People's Party,1658232
George Lopez,,male,Catholicism,,620458
Thorstein Veblen,,male,atheism,Socialist Party of America,162385
Charles Francis Adams Sr.,,male,,Whig Party,356269
Dietrich Bonhoeffer,Germans,male,Lutheranism,,84199
August Schleicher,Germans,male,,,326327
Rudolf Otto,,male,Lutheranism,German Democratic Party,567475
Lee Marvin,,male,,Democratic Party,18433
Robert Ritter von Greim,,male,,Nazi Party,547880
Wilhelm Marx,,male,Catholic Church,Centre Party,431034
Joseph Freiherr von Eichendorff,Germans,male,Catholic Church,,491416
Egon Kisch,Czechs,male,atheism,Communist Party of Germany,976525
Alexander Van der Bellen,,male,Lutheranism,Die Grünen,1691577
Charlize Theron,,female,,Democratic Party,5132
Halldór Laxness,,male,Catholic Church,,13896
Adam van Koeverden,,male,,Liberal Party of Canada,945905
George Berkeley,,male,Anglicanism,,11958
John Galsworthy,English people,male,,,39658
Felipe Massa,Italian Brazilian,male,,,647263
"Coloman, King of Hungary",,male,Christianity,,346543
Mesut Özil,Turks in Germany,male,Islam,,6323098
Vladimir Prelog,Croatia,male,,,471429
Jahangir,,male,Islam,,16294
Maximilian I of Mexico,,male,Catholicism,,193687
Rudolf Nureyev,Tatars,male,,,335179
Karl Radek,Lithuanian Jews,male,,Communist Party of Germany,39565544
Maria Josepha of Austria,,female,Catholic Church,,2927372
Archduke Otto of Austria (1865–1906),,male,Catholicism,,1639435
Felix Landau,,male,,Nazi Party,4838485
Léon Daudet,,male,,Action Française,897327
Vijay Vazirani,,male,Hinduism,,3007036
Tony Fadell,Lebanese,male,,,1044721
Milan Kundera,,male,atheism,Communist Party of Czechoslovakia,36679
Princess Michael of Kent,,female,Catholic Church,,282899
Gary Cooper,,male,Catholic Church,Republican Party,44359
Joe Frazier,African Americans,male,,,153828
"Henry II, Holy Roman Emperor",,male,Catholic Church,,27485516
Lauren Bacall,Ashkenazi Jews,female,,Democratic Party,261087
Harold Lloyd,Welsh people,male,,Republican Party,172671
Ed Harris,,male,Presbyterianism,,171606
Mesrop Mashtots,Armenians,male,Armenian Apostolic Church,,966533
Ralph M. Steinman,,male,Judaism,,13305393
Andrzej Wajda,Poles,male,,Polish United Workers' Party,44392
Saxo Grammaticus,,male,Christianity,,73009
Chris O'Donnell,Irish Americans,male,Catholicism,,553957
Liliʻuokalani,Native Hawaiians,female,Church of Hawaii,,195173
Ferdinand I of Portugal,,male,Christianity,,153586
Heiko Maas,,male,Catholic Church,Social Democratic Party of Germany,39791989
Scott Glenn,Irish Americans,male,,,1195302
Dana Perino,,female,Christianity,Republican Party,6689554
Dakota Fanning,,female,Southern Baptist Convention Church,,6162301
Yoko Ono,Japanese Americans,female,,,34350
Wiz Khalifa,African Americans,male,Catholicism,,8269381
Cédric Wermuth,,male,,Social Democratic Party of Switzerland,33509905
Adomnán,,male,Catholic Church,,3757615
Camille Claudel,French,female,,,88077
Amedeo Modigliani,Jewish people,male,,,62016
Bhimsen Joshi,,male,Hinduism,,577439
Alicia Keys,African Americans,female,,,59720
Robert Sobukwe,,male,,Pan Africanist Congress of Azania,591854
Jacob Bernoulli,,male,born again,,64740
Leopold Ružička,Croats,male,,,452431
Jean Piaget,,male,Roman Catholic,,95274
Francis Crick,,male,atheism,,11461
George Gershwin,Russian Jews,male,,,13066
Pope Pius VII,,male,Catholic Church,,69246
Mario Van Peebles,African Americans,male,,,733802
Maimonides,Sephardi Jews,male,Judaism,,19445
Claude Lévi-Strauss,Jewish people,male,Judaism,French Section of the Workers' International,19544151
Kim Campbell,,female,Anglican Church of Canada,British Columbia Social Credit Party,11983357
Lester B. Pearson,,male,Protestantism,Liberal Party of Canada,19280671
John Diefenbaker,,male,Baptists,Progressive Conservative Party of Canada,15915
Ezer Weizman,,male,,Israeli Labor Party,673848
Manuel A. Odría,,male,,Odriíst National Union,299896
Ruslana,,female,,Our Ukraine,44957746
Daniel Coit Gilman,,male,Congregational churches,,384781
"Frederick II, Holy Roman Emperor",,male,Christianity,,68974
Louise of the Netherlands,,female,Dutch Reformed Church,,1006129
"Francis II, Holy Roman Emperor",,male,Catholic Church,,11551
Janet Jackson,African Americans,female,Sunni Islam,,60070
Anatoly Karpov,,male,,Communist Party of the Soviet Union,1020
Tina Turner,African Americans,female,Buddhism,,82061
Aidan of Lindisfarne,,male,Catholic Church,,18949294
Pope Innocent XII,,male,Catholic Church,,24666
Pope Sixtus V,Serbs,male,Catholic Church,,44886
Lars von Trier,,male,atheism,,17917
William Henry Bragg,English people,male,,,396459
George Paget Thomson,English people,male,,,725910
Jean Baptiste Perrin,French,male,,,573998
Josephus,Hebrews,male,,,16494
Javier Bardem,,male,agnosticism,,171593
James Harden,African Americans,male,,,16160954
Muslim ibn al-Hajjaj,,male,Islam,,996027
Zaharija of Serbia,Serbs,male,Eastern Christianity,,26653707
Jack Anderson (columnist),,male,The Church of Jesus Christ of Latter-day Saints,,1786738
Tughril,,male,Sunni Islam,,579872
Hussein of Jordan,Arabs,male,Sunni Islam,,80608
Ricardo Flores Magón,,male,,Mexicano Liberal Party,671799
Joaquín Balaguer,,male,Catholic Church,Dominican Party,62206
Subrahmanyan Chandrasekhar,Tamil,male,atheism,,145319
"Charles VI, Holy Roman Emperor",,male,Catholic Church,,151094
Empress Elisabeth of Austria,,female,Catholicism,,153029
Jon Bon Jovi,Italian Americans,male,,Democratic Party,63132
"Leopold II, Holy Roman Emperor",,male,Catholic Church,,148783
Thomas Carlyle,Scottish people,male,,,128422
Ibn Saud,Arabs,male,Islam,,184236
James George Frazer,Scottish people,male,,,317349
"Prince Harry, Duke of Sussex",,male,Church of England,,14457
Jerry Brown,,male,Catholic Church,Democratic Party,175220
Rafael Trujillo,,male,Catholicism,Dominican Party,163286
Leonard Bernstein,American Jews,male,,,43282
Henry Wadsworth Longfellow,Americans,male,,,66240
Umberto Boccioni,Italians,male,,,262823
Raoul Wallenberg,,male,Lutheranism,,171653
Otto Dix,Germans,male,,,22351
Jack Steinberger,,male,atheism,,789046
Gabriel Marcel,,male,Catholic Church,,568571
Manuel II of Portugal,,male,Catholicism,,181547
Imran Khan,Pashtuns,male,Islam,Pakistan Tehreek-e-Insaf,413184
Chinua Achebe,Igbo people,male,,,262625
Alexei Navalny,,male,Eastern Orthodoxy,Yabloko,29174356
Fernand Léger,French,male,,,63150
Mairead Maguire,,female,Catholic Church,,318280
Betty Williams (peace activist),,female,Catholicism,,296524
Kid Rock,,male,,Republican Party,17396
Tabu (actress),,female,Islam,,989235
Peter Bogdanovich,Serbs,male,,,43855
Pat Nixon,,female,,Republican Party,400686
Nargis,,female,Islam,,684951
John Mott,,male,Methodism,,322401
Pope Alexander III,,male,Catholic Church,,23793
Rama,,male,Hinduism,,19377014
Gian Lorenzo Bernini,,male,Catholicism,,12635
Tom Lantos,,male,,Democratic Party,408660
Larry McDonald,,male,,Democratic Party,602779
Norman Thomas,,male,Presbyterianism,Socialist Party of America,258776
"Karl Philipp, Prince of Schwarzenberg",Czechs,male,,,5622009
